quest_id,patch,patch_code,id_first,poi_first,source
72,7.3.5,70305,7.3.5,,at_or_before
73,7.3.5,70305,7.3.5,,at_or_before
74,7.3.5,70305,7.3.5,,at_or_before
75,7.3.5,70305,7.3.5,,at_or_before
76,7.3.5,70305,7.3.5,7.3.5,at_or_before
77,7.3.5,70305,7.3.5,,at_or_before
78,7.3.5,70305,7.3.5,,at_or_before
79,7.3.5,70305,7.3.5,,at_or_before
80,7.3.5,70305,7.3.5,,at_or_before
81,7.3.5,70305,7.3.5,,at_or_before
82,7.3.5,70305,7.3.5,,at_or_before
83,7.3.5,70305,7.3.5,7.3.5,at_or_before
84,7.3.5,70305,7.3.5,7.3.5,at_or_before
85,7.3.5,70305,7.3.5,7.3.5,at_or_before
86,7.3.5,70305,7.3.5,7.3.5,at_or_before
87,7.3.5,70305,7.3.5,7.3.5,at_or_before
88,7.3.5,70305,7.3.5,7.3.5,at_or_before
89,7.3.5,70305,7.3.5,,at_or_before
90,7.3.5,70305,7.3.5,,at_or_before
91,7.3.5,70305,7.3.5,,at_or_before
92,7.3.5,70305,7.3.5,,at_or_before
93,7.3.5,70305,7.3.5,,at_or_before
94,7.3.5,70305,7.3.5,,at_or_before
95,7.3.5,70305,7.3.5,,at_or_before
96,7.3.5,70305,7.3.5,,at_or_before
97,7.3.5,70305,7.3.5,,at_or_before
98,7.3.5,70305,7.3.5,,at_or_before
99,7.3.5,70305,7.3.5,,at_or_before
100,7.3.5,70305,7.3.5,,at_or_before
101,7.3.5,70305,7.3.5,,at_or_before
102,7.3.5,70305,7.3.5,,at_or_before
103,7.3.5,70305,7.3.5,,at_or_before
104,7.3.5,70305,7.3.5,,at_or_before
105,7.3.5,70305,7.3.5,,at_or_before
106,7.3.5,70305,7.3.5,7.3.5,at_or_before
107,7.3.5,70305,7.3.5,7.3.5,at_or_before
109,7.3.5,70305,7.3.5,,at_or_before
110,7.3.5,70305,7.3.5,,at_or_before
111,7.3.5,70305,7.3.5,7.3.5,at_or_before
112,7.3.5,70305,7.3.5,7.3.5,at_or_before
113,7.3.5,70305,7.3.5,,at_or_before
114,7.3.5,70305,7.3.5,7.3.5,at_or_before
115,7.3.5,70305,7.3.5,,at_or_before
116,7.3.5,70305,7.3.5,,at_or_before
118,7.3.5,70305,7.3.5,,at_or_before
119,7.3.5,70305,7.3.5,,at_or_before
120,7.3.5,70305,7.3.5,,at_or_before
121,7.3.5,70305,7.3.5,,at_or_before
122,7.3.5,70305,7.3.5,,at_or_before
123,7.3.5,70305,7.3.5,7.3.5,at_or_before
124,7.3.5,70305,7.3.5,,at_or_before
125,7.3.5,70305,7.3.5,,at_or_before
126,7.3.5,70305,7.3.5,,at_or_before
127,7.3.5,70305,7.3.5,,at_or_before
128,7.3.5,70305,7.3.5,,at_or_before
129,7.3.5,70305,7.3.5,,at_or_before
130,7.3.5,70305,7.3.5,,at_or_before
131,7.3.5,70305,7.3.5,,at_or_before
132,7.3.5,70305,7.3.5,,at_or_before
133,7.3.5,70305,7.3.5,,at_or_before
134,7.3.5,70305,7.3.5,,at_or_before
135,7.3.5,70305,7.3.5,,at_or_before
136,7.3.5,70305,7.3.5,,at_or_before
137,7.3.5,70305,7.3.5,,at_or_before
138,7.3.5,70305,7.3.5,,at_or_before
139,7.3.5,70305,7.3.5,,at_or_before
140,7.3.5,70305,7.3.5,,at_or_before
141,7.3.5,70305,7.3.5,,at_or_before
142,7.3.5,70305,7.3.5,,at_or_before
143,7.3.5,70305,7.3.5,,at_or_before
144,7.3.5,70305,7.3.5,,at_or_before
145,7.3.5,70305,7.3.5,,at_or_before
146,7.3.5,70305,7.3.5,,at_or_before
147,7.3.5,70305,7.3.5,7.3.5,at_or_before
148,7.3.5,70305,7.3.5,,at_or_before
149,7.3.5,70305,7.3.5,,at_or_before
150,7.3.5,70305,7.3.5,,at_or_before
151,7.3.5,70305,7.3.5,,at_or_before
152,7.3.5,70305,7.3.5,,at_or_before
153,7.3.5,70305,7.3.5,,at_or_before
154,7.3.5,70305,7.3.5,,at_or_before
155,7.3.5,70305,7.3.5,,at_or_before
156,7.3.5,70305,7.3.5,,at_or_before
157,7.3.5,70305,7.3.5,,at_or_before
158,7.3.5,70305,7.3.5,,at_or_before
159,7.3.5,70305,7.3.5,,at_or_before
160,7.3.5,70305,7.3.5,,at_or_before
161,7.3.5,70305,7.3.5,,at_or_before
162,7.3.5,70305,7.3.5,,at_or_before
163,7.3.5,70305,7.3.5,,at_or_before
164,7.3.5,70305,7.3.5,,at_or_before
165,7.3.5,70305,7.3.5,,at_or_before
166,7.3.5,70305,7.3.5,,at_or_before
167,7.3.5,70305,7.3.5,,at_or_before
168,7.3.5,70305,7.3.5,,at_or_before
169,7.3.5,70305,7.3.5,,at_or_before
170,7.3.5,70305,7.3.5,,at_or_before
171,7.3.5,70305,7.3.5,,at_or_before
172,7.3.5,70305,7.3.5,,at_or_before
173,7.3.5,70305,7.3.5,,at_or_before
174,7.3.5,70305,7.3.5,,at_or_before
175,7.3.5,70305,7.3.5,,at_or_before
176,7.3.5,70305,7.3.5,7.3.5,at_or_before
177,7.3.5,70305,7.3.5,,at_or_before
178,7.3.5,70305,7.3.5,,at_or_before
179,7.3.5,70305,7.3.5,,at_or_before
180,7.3.5,70305,7.3.5,,at_or_before
181,7.3.5,70305,7.3.5,,at_or_before
182,10.1.5,100105,7.3.5,10.1.5,poi_after_id
183,7.3.5,70305,7.3.5,,at_or_before
184,7.3.5,70305,7.3.5,,at_or_before
185,7.3.5,70305,7.3.5,7.3.5,at_or_before
186,7.3.5,70305,7.3.5,7.3.5,at_or_before
187,7.3.5,70305,7.3.5,7.3.5,at_or_before
188,7.3.5,70305,7.3.5,7.3.5,at_or_before
189,7.3.5,70305,7.3.5,,at_or_before
190,7.3.5,70305,7.3.5,7.3.5,at_or_before
191,7.3.5,70305,7.3.5,7.3.5,at_or_before
192,7.3.5,70305,7.3.5,7.3.5,at_or_before
193,7.3.5,70305,7.3.5,7.3.5,at_or_before
194,7.3.5,70305,7.3.5,7.3.5,at_or_before
195,7.3.5,70305,7.3.5,7.3.5,at_or_before
196,7.3.5,70305,7.3.5,7.3.5,at_or_before
197,7.3.5,70305,7.3.5,7.3.5,at_or_before
198,7.3.5,70305,7.3.5,,at_or_before
199,7.3.5,70305,7.3.5,,at_or_before
200,7.3.5,70305,7.3.5,,at_or_before
201,7.3.5,70305,7.3.5,,at_or_before
202,7.3.5,70305,7.3.5,,at_or_before
203,7.3.5,70305,7.3.5,,at_or_before
204,7.3.5,70305,7.3.5,,at_or_before
205,7.3.5,70305,7.3.5,,at_or_before
206,7.3.5,70305,7.3.5,,at_or_before
207,7.3.5,70305,7.3.5,,at_or_before
208,7.3.5,70305,7.3.5,7.3.5,at_or_before
209,7.3.5,70305,7.3.5,,at_or_before
210,7.3.5,70305,7.3.5,,at_or_before
211,7.3.5,70305,7.3.5,,at_or_before
212,7.3.5,70305,7.3.5,,at_or_before
213,7.3.5,70305,7.3.5,,at_or_before
214,7.3.5,70305,7.3.5,,at_or_before
215,7.3.5,70305,7.3.5,,at_or_before
216,7.3.5,70305,7.3.5,,at_or_before
217,7.3.5,70305,7.3.5,,at_or_before
218,10.1.5,100105,7.3.5,10.1.5,poi_after_id
219,7.3.5,70305,7.3.5,,at_or_before
220,7.3.5,70305,7.3.5,,at_or_before
221,7.3.5,70305,7.3.5,,at_or_before
222,7.3.5,70305,7.3.5,,at_or_before
223,7.3.5,70305,7.3.5,,at_or_before
224,7.3.5,70305,7.3.5,,at_or_before
225,7.3.5,70305,7.3.5,,at_or_before
226,7.3.5,70305,7.3.5,,at_or_before
227,7.3.5,70305,7.3.5,,at_or_before
228,7.3.5,70305,7.3.5,,at_or_before
229,7.3.5,70305,7.3.5,,at_or_before
230,7.3.5,70305,7.3.5,,at_or_before
231,7.3.5,70305,7.3.5,,at_or_before
232,7.3.5,70305,7.3.5,,at_or_before
233,7.3.5,70305,7.3.5,,at_or_before
234,7.3.5,70305,7.3.5,,at_or_before
235,7.3.5,70305,7.3.5,,at_or_before
236,7.3.5,70305,7.3.5,,at_or_before
237,7.3.5,70305,7.3.5,,at_or_before
238,7.3.5,70305,7.3.5,,at_or_before
239,7.3.5,70305,7.3.5,,at_or_before
240,7.3.5,70305,7.3.5,,at_or_before
241,7.3.5,70305,7.3.5,,at_or_before
242,7.3.5,70305,7.3.5,,at_or_before
243,7.3.5,70305,7.3.5,,at_or_before
244,7.3.5,70305,7.3.5,,at_or_before
245,7.3.5,70305,7.3.5,,at_or_before
246,7.3.5,70305,7.3.5,,at_or_before
247,7.3.5,70305,7.3.5,,at_or_before
248,7.3.5,70305,7.3.5,,at_or_before
249,7.3.5,70305,7.3.5,,at_or_before
250,7.3.5,70305,7.3.5,,at_or_before
251,7.3.5,70305,7.3.5,,at_or_before
252,7.3.5,70305,7.3.5,,at_or_before
253,7.3.5,70305,7.3.5,,at_or_before
255,7.3.5,70305,7.3.5,,at_or_before
256,7.3.5,70305,7.3.5,,at_or_before
257,7.3.5,70305,7.3.5,,at_or_before
258,7.3.5,70305,7.3.5,,at_or_before
259,7.3.5,70305,7.3.5,,at_or_before
260,7.3.5,70305,7.3.5,,at_or_before
261,7.3.5,70305,7.3.5,,at_or_before
262,7.3.5,70305,7.3.5,,at_or_before
263,7.3.5,70305,7.3.5,,at_or_before
264,7.3.5,70305,7.3.5,,at_or_before
265,7.3.5,70305,7.3.5,,at_or_before
266,7.3.5,70305,7.3.5,,at_or_before
267,7.3.5,70305,7.3.5,,at_or_before
268,7.3.5,70305,7.3.5,,at_or_before
269,7.3.5,70305,7.3.5,,at_or_before
270,7.3.5,70305,7.3.5,,at_or_before
271,7.3.5,70305,7.3.5,,at_or_before
272,7.3.5,70305,7.3.5,,at_or_before
273,7.3.5,70305,7.3.5,,at_or_before
274,7.3.5,70305,7.3.5,,at_or_before
275,7.3.5,70305,7.3.5,,at_or_before
276,7.3.5,70305,7.3.5,,at_or_before
277,7.3.5,70305,7.3.5,,at_or_before
278,7.3.5,70305,7.3.5,,at_or_before
279,7.3.5,70305,7.3.5,,at_or_before
280,7.3.5,70305,7.3.5,,at_or_before
281,7.3.5,70305,7.3.5,,at_or_before
282,7.3.5,70305,7.3.5,,at_or_before
283,7.3.5,70305,7.3.5,,at_or_before
284,7.3.5,70305,7.3.5,,at_or_before
285,7.3.5,70305,7.3.5,,at_or_before
286,7.3.5,70305,7.3.5,,at_or_before
287,7.3.5,70305,7.3.5,,at_or_before
288,7.3.5,70305,7.3.5,,at_or_before
289,7.3.5,70305,7.3.5,,at_or_before
290,7.3.5,70305,7.3.5,,at_or_before
291,7.3.5,70305,7.3.5,,at_or_before
292,7.3.5,70305,7.3.5,,at_or_before
293,7.3.5,70305,7.3.5,,at_or_before
294,7.3.5,70305,7.3.5,,at_or_before
295,7.3.5,70305,7.3.5,,at_or_before
296,7.3.5,70305,7.3.5,,at_or_before
297,7.3.5,70305,7.3.5,,at_or_before
298,7.3.5,70305,7.3.5,,at_or_before
299,7.3.5,70305,7.3.5,,at_or_before
301,7.3.5,70305,7.3.5,,at_or_before
302,7.3.5,70305,7.3.5,,at_or_before
303,7.3.5,70305,7.3.5,,at_or_before
304,7.3.5,70305,7.3.5,,at_or_before
305,7.3.5,70305,7.3.5,,at_or_before
306,7.3.5,70305,7.3.5,,at_or_before
307,7.3.5,70305,7.3.5,,at_or_before
309,7.3.5,70305,7.3.5,,at_or_before
310,7.3.5,70305,7.3.5,,at_or_before
311,7.3.5,70305,7.3.5,,at_or_before
312,7.3.5,70305,7.3.5,,at_or_before
313,7.3.5,70305,7.3.5,7.3.5,at_or_before
314,7.3.5,70305,7.3.5,7.3.5,at_or_before
315,7.3.5,70305,7.3.5,7.3.5,at_or_before
317,7.3.5,70305,7.3.5,,at_or_before
318,7.3.5,70305,7.3.5,,at_or_before
319,7.3.5,70305,7.3.5,,at_or_before
320,7.3.5,70305,7.3.5,,at_or_before
321,7.3.5,70305,7.3.5,,at_or_before
322,7.3.5,70305,7.3.5,,at_or_before
323,7.3.5,70305,7.3.5,,at_or_before
324,7.3.5,70305,7.3.5,,at_or_before
325,7.3.5,70305,7.3.5,,at_or_before
328,7.3.5,70305,7.3.5,,at_or_before
329,7.3.5,70305,7.3.5,,at_or_before
330,7.3.5,70305,7.3.5,,at_or_before
331,7.3.5,70305,7.3.5,,at_or_before
332,7.3.5,70305,7.3.5,,at_or_before
333,7.3.5,70305,7.3.5,,at_or_before
334,7.3.5,70305,7.3.5,,at_or_before
335,7.3.5,70305,7.3.5,,at_or_before
336,7.3.5,70305,7.3.5,,at_or_before
337,7.3.5,70305,7.3.5,,at_or_before
338,7.3.5,70305,7.3.5,,at_or_before
339,7.3.5,70305,7.3.5,,at_or_before
340,7.3.5,70305,7.3.5,,at_or_before
341,7.3.5,70305,7.3.5,,at_or_before
342,7.3.5,70305,7.3.5,,at_or_before
343,7.3.5,70305,7.3.5,,at_or_before
344,7.3.5,70305,7.3.5,,at_or_before
345,7.3.5,70305,7.3.5,,at_or_before
346,7.3.5,70305,7.3.5,,at_or_before
347,7.3.5,70305,7.3.5,,at_or_before
348,7.3.5,70305,7.3.5,,at_or_before
350,7.3.5,70305,7.3.5,,at_or_before
351,7.3.5,70305,7.3.5,,at_or_before
352,7.3.5,70305,7.3.5,,at_or_before
353,7.3.5,70305,7.3.5,,at_or_before
354,7.3.5,70305,7.3.5,,at_or_before
355,7.3.5,70305,7.3.5,,at_or_before
356,7.3.5,70305,7.3.5,,at_or_before
357,7.3.5,70305,7.3.5,,at_or_before
358,7.3.5,70305,7.3.5,,at_or_before
359,7.3.5,70305,7.3.5,,at_or_before
360,7.3.5,70305,7.3.5,,at_or_before
361,7.3.5,70305,7.3.5,,at_or_before
362,7.3.5,70305,7.3.5,,at_or_before
363,7.3.5,70305,7.3.5,,at_or_before
364,7.3.5,70305,7.3.5,,at_or_before
365,7.3.5,70305,7.3.5,,at_or_before
366,7.3.5,70305,7.3.5,,at_or_before
367,7.3.5,70305,7.3.5,,at_or_before
368,7.3.5,70305,7.3.5,,at_or_before
369,7.3.5,70305,7.3.5,,at_or_before
370,7.3.5,70305,7.3.5,,at_or_before
371,7.3.5,70305,7.3.5,,at_or_before
372,7.3.5,70305,7.3.5,,at_or_before
373,7.3.5,70305,7.3.5,,at_or_before
374,7.3.5,70305,7.3.5,,at_or_before
375,7.3.5,70305,7.3.5,,at_or_before
376,7.3.5,70305,7.3.5,,at_or_before
377,7.3.5,70305,7.3.5,,at_or_before
378,7.3.5,70305,7.3.5,,at_or_before
379,7.3.5,70305,7.3.5,,at_or_before
380,7.3.5,70305,7.3.5,,at_or_before
381,7.3.5,70305,7.3.5,,at_or_before
382,7.3.5,70305,7.3.5,,at_or_before
383,7.3.5,70305,7.3.5,,at_or_before
384,7.3.5,70305,7.3.5,7.3.5,at_or_before
385,7.3.5,70305,7.3.5,,at_or_before
386,7.3.5,70305,7.3.5,,at_or_before
387,7.3.5,70305,7.3.5,,at_or_before
388,7.3.5,70305,7.3.5,,at_or_before
389,7.3.5,70305,7.3.5,,at_or_before
391,7.3.5,70305,7.3.5,,at_or_before
392,7.3.5,70305,7.3.5,,at_or_before
393,7.3.5,70305,7.3.5,,at_or_before
394,7.3.5,70305,7.3.5,,at_or_before
395,7.3.5,70305,7.3.5,,at_or_before
396,7.3.5,70305,7.3.5,,at_or_before
397,7.3.5,70305,7.3.5,,at_or_before
398,7.3.5,70305,7.3.5,,at_or_before
399,7.3.5,70305,7.3.5,,at_or_before
400,7.3.5,70305,7.3.5,,at_or_before
401,7.3.5,70305,7.3.5,,at_or_before
404,7.3.5,70305,7.3.5,,at_or_before
405,7.3.5,70305,7.3.5,,at_or_before
406,7.3.5,70305,7.3.5,,at_or_before
407,7.3.5,70305,7.3.5,,at_or_before
408,7.3.5,70305,7.3.5,,at_or_before
409,7.3.5,70305,7.3.5,,at_or_before
411,7.3.5,70305,7.3.5,,at_or_before
412,7.3.5,70305,7.3.5,7.3.5,at_or_before
413,7.3.5,70305,7.3.5,,at_or_before
414,7.3.5,70305,7.3.5,,at_or_before
415,7.3.5,70305,7.3.5,,at_or_before
416,7.3.5,70305,7.3.5,,at_or_before
417,7.3.5,70305,7.3.5,,at_or_before
418,7.3.5,70305,7.3.5,,at_or_before
419,7.3.5,70305,7.3.5,,at_or_before
420,7.3.5,70305,7.3.5,,at_or_before
421,7.3.5,70305,7.3.5,,at_or_before
422,7.3.5,70305,7.3.5,,at_or_before
423,7.3.5,70305,7.3.5,,at_or_before
424,7.3.5,70305,7.3.5,,at_or_before
425,7.3.5,70305,7.3.5,,at_or_before
426,7.3.5,70305,7.3.5,,at_or_before
427,7.3.5,70305,7.3.5,,at_or_before
428,7.3.5,70305,7.3.5,,at_or_before
429,7.3.5,70305,7.3.5,,at_or_before
430,7.3.5,70305,7.3.5,,at_or_before
432,7.3.5,70305,7.3.5,7.3.5,at_or_before
433,7.3.5,70305,7.3.5,7.3.5,at_or_before
434,7.3.5,70305,7.3.5,,at_or_before
435,7.3.5,70305,7.3.5,,at_or_before
436,7.3.5,70305,7.3.5,,at_or_before
437,7.3.5,70305,7.3.5,,at_or_before
438,7.3.5,70305,7.3.5,,at_or_before
439,7.3.5,70305,7.3.5,,at_or_before
440,7.3.5,70305,7.3.5,,at_or_before
441,7.3.5,70305,7.3.5,,at_or_before
442,7.3.5,70305,7.3.5,,at_or_before
443,7.3.5,70305,7.3.5,,at_or_before
444,7.3.5,70305,7.3.5,,at_or_before
445,7.3.5,70305,7.3.5,,at_or_before
446,7.3.5,70305,7.3.5,,at_or_before
447,7.3.5,70305,7.3.5,,at_or_before
448,7.3.5,70305,7.3.5,,at_or_before
449,7.3.5,70305,7.3.5,,at_or_before
450,7.3.5,70305,7.3.5,,at_or_before
451,7.3.5,70305,7.3.5,,at_or_before
452,7.3.5,70305,7.3.5,,at_or_before
453,7.3.5,70305,7.3.5,,at_or_before
454,7.3.5,70305,7.3.5,,at_or_before
455,7.3.5,70305,7.3.5,,at_or_before
456,7.3.5,70305,7.3.5,,at_or_before
457,7.3.5,70305,7.3.5,,at_or_before
458,7.3.5,70305,7.3.5,,at_or_before
459,7.3.5,70305,7.3.5,,at_or_before
460,7.3.5,70305,7.3.5,,at_or_before
461,7.3.5,70305,7.3.5,,at_or_before
462,7.3.5,70305,7.3.5,,at_or_before
463,7.3.5,70305,7.3.5,,at_or_before
464,7.3.5,70305,7.3.5,,at_or_before
465,7.3.5,70305,7.3.5,,at_or_before
466,7.3.5,70305,7.3.5,,at_or_before
467,7.3.5,70305,7.3.5,,at_or_before
468,7.3.5,70305,7.3.5,,at_or_before
469,7.3.5,70305,7.3.5,,at_or_before
470,7.3.5,70305,7.3.5,,at_or_before
471,7.3.5,70305,7.3.5,,at_or_before
472,7.3.5,70305,7.3.5,,at_or_before
473,7.3.5,70305,7.3.5,,at_or_before
474,7.3.5,70305,7.3.5,,at_or_before
475,7.3.5,70305,7.3.5,7.3.5,at_or_before
476,7.3.5,70305,7.3.5,7.3.5,at_or_before
477,7.3.5,70305,7.3.5,,at_or_before
478,7.3.5,70305,7.3.5,,at_or_before
479,7.3.5,70305,7.3.5,,at_or_before
480,7.3.5,70305,7.3.5,,at_or_before
481,7.3.5,70305,7.3.5,,at_or_before
482,7.3.5,70305,7.3.5,,at_or_before
483,7.3.5,70305,7.3.5,7.3.5,at_or_before
484,7.3.5,70305,7.3.5,,at_or_before
485,7.3.5,70305,7.3.5,,at_or_before
486,7.3.5,70305,7.3.5,7.3.5,at_or_before
487,7.3.5,70305,7.3.5,7.3.5,at_or_before
488,7.3.5,70305,7.3.5,7.3.5,at_or_before
489,7.3.5,70305,7.3.5,7.3.5,at_or_before
490,7.3.5,70305,7.3.5,,at_or_before
491,7.3.5,70305,7.3.5,,at_or_before
492,7.3.5,70305,7.3.5,,at_or_before
493,7.3.5,70305,7.3.5,,at_or_before
494,7.3.5,70305,7.3.5,,at_or_before
495,7.3.5,70305,7.3.5,,at_or_before
496,7.3.5,70305,7.3.5,,at_or_before
497,7.3.5,70305,7.3.5,,at_or_before
498,7.3.5,70305,7.3.5,,at_or_before
499,7.3.5,70305,7.3.5,,at_or_before
500,7.3.5,70305,7.3.5,,at_or_before
501,7.3.5,70305,7.3.5,,at_or_before
502,7.3.5,70305,7.3.5,,at_or_before
503,7.3.5,70305,7.3.5,,at_or_before
504,7.3.5,70305,7.3.5,,at_or_before
505,7.3.5,70305,7.3.5,,at_or_before
506,7.3.5,70305,7.3.5,,at_or_before
507,7.3.5,70305,7.3.5,,at_or_before
508,7.3.5,70305,7.3.5,,at_or_before
509,7.3.5,70305,7.3.5,,at_or_before
510,7.3.5,70305,7.3.5,,at_or_before
511,7.3.5,70305,7.3.5,,at_or_before
512,7.3.5,70305,7.3.5,,at_or_before
513,7.3.5,70305,7.3.5,,at_or_before
514,7.3.5,70305,7.3.5,,at_or_before
515,7.3.5,70305,7.3.5,,at_or_before
516,7.3.5,70305,7.3.5,,at_or_before
517,7.3.5,70305,7.3.5,,at_or_before
518,7.3.5,70305,7.3.5,,at_or_before
519,7.3.5,70305,7.3.5,,at_or_before
520,7.3.5,70305,7.3.5,,at_or_before
521,7.3.5,70305,7.3.5,,at_or_before
522,7.3.5,70305,7.3.5,,at_or_before
523,7.3.5,70305,7.3.5,,at_or_before
524,7.3.5,70305,7.3.5,,at_or_before
525,7.3.5,70305,7.3.5,,at_or_before
526,7.3.5,70305,7.3.5,,at_or_before
527,7.3.5,70305,7.3.5,,at_or_before
528,7.3.5,70305,7.3.5,,at_or_before
529,7.3.5,70305,7.3.5,,at_or_before
530,7.3.5,70305,7.3.5,,at_or_before
531,7.3.5,70305,7.3.5,,at_or_before
532,7.3.5,70305,7.3.5,,at_or_before
533,7.3.5,70305,7.3.5,,at_or_before
534,7.3.5,70305,7.3.5,,at_or_before
535,7.3.5,70305,7.3.5,,at_or_before
536,7.3.5,70305,7.3.5,,at_or_before
537,7.3.5,70305,7.3.5,,at_or_before
538,7.3.5,70305,7.3.5,,at_or_before
539,7.3.5,70305,7.3.5,,at_or_before
540,7.3.5,70305,7.3.5,,at_or_before
541,7.3.5,70305,7.3.5,,at_or_before
542,7.3.5,70305,7.3.5,,at_or_before
543,7.3.5,70305,7.3.5,,at_or_before
544,7.3.5,70305,7.3.5,,at_or_before
545,7.3.5,70305,7.3.5,,at_or_before
546,7.3.5,70305,7.3.5,,at_or_before
547,7.3.5,70305,7.3.5,,at_or_before
548,7.3.5,70305,7.3.5,,at_or_before
549,7.3.5,70305,7.3.5,,at_or_before
550,7.3.5,70305,7.3.5,,at_or_before
551,7.3.5,70305,7.3.5,,at_or_before
552,7.3.5,70305,7.3.5,,at_or_before
553,7.3.5,70305,7.3.5,,at_or_before
554,7.3.5,70305,7.3.5,,at_or_before
555,7.3.5,70305,7.3.5,,at_or_before
556,7.3.5,70305,7.3.5,,at_or_before
557,7.3.5,70305,7.3.5,,at_or_before
558,7.3.5,70305,7.3.5,,at_or_before
559,7.3.5,70305,7.3.5,,at_or_before
560,7.3.5,70305,7.3.5,,at_or_before
561,7.3.5,70305,7.3.5,,at_or_before
562,7.3.5,70305,7.3.5,,at_or_before
563,7.3.5,70305,7.3.5,,at_or_before
564,7.3.5,70305,7.3.5,,at_or_before
565,7.3.5,70305,7.3.5,,at_or_before
566,7.3.5,70305,7.3.5,,at_or_before
567,7.3.5,70305,7.3.5,,at_or_before
568,7.3.5,70305,7.3.5,,at_or_before
569,7.3.5,70305,7.3.5,,at_or_before
570,7.3.5,70305,7.3.5,,at_or_before
571,7.3.5,70305,7.3.5,,at_or_before
572,7.3.5,70305,7.3.5,,at_or_before
573,7.3.5,70305,7.3.5,,at_or_before
574,7.3.5,70305,7.3.5,,at_or_before
575,7.3.5,70305,7.3.5,,at_or_before
576,7.3.5,70305,7.3.5,,at_or_before
577,7.3.5,70305,7.3.5,,at_or_before
578,7.3.5,70305,7.3.5,,at_or_before
580,7.3.5,70305,7.3.5,,at_or_before
581,7.3.5,70305,7.3.5,,at_or_before
582,7.3.5,70305,7.3.5,,at_or_before
583,7.3.5,70305,7.3.5,7.3.5,at_or_before
584,7.3.5,70305,7.3.5,,at_or_before
585,7.3.5,70305,7.3.5,,at_or_before
586,7.3.5,70305,7.3.5,,at_or_before
587,7.3.5,70305,7.3.5,,at_or_before
588,7.3.5,70305,7.3.5,,at_or_before
589,7.3.5,70305,7.3.5,,at_or_before
590,7.3.5,70305,7.3.5,,at_or_before
591,7.3.5,70305,7.3.5,,at_or_before
